File,EntryID,Name,English,Chinese
rules,161,,Any cards added to a deck are shuffled into it unless the power that adds those cards says otherwise.,任 何 加 入 牌 库 的 卡 牌 会 洗 入 牌 库 ， 除 非 添 加 这 些 卡 牌 的 能 力 另 有 说 明 。
rules,162,,"There’s an old saying in roleplaying games: Never split the party. Is that true for Pathfinder Adventures? This isn’t an RPG, so the answer is, “It depends.”\n\nSometimes, it’s a good idea to have multiple characters at the same location; other times, it makes more sense to split the party. A lot of your strategy depends on which characters you’re playing. If you’re playing Valeros and Lem, staying together makes sense; if you’re playing Harsk and Merisiel, you may want to spread out. \n\nThe best strategy also depends on where you’re going. Harsk can handle the Treacherous Cave, but Ezren might not be able to close it if someone else runs into the villain. Sometimes you want backup for whatever perils await you; sometimes there’s a dragon that blasts everyone at the same location. Pay attention to where you are in the game. If you know where the villain is, splitting up so you can temporarily close open locations is a good idea... unless it isn’t. Every situation is different, and thinking before you move is always wise.",老 话 说 在 角 色 扮 演 游 戏 中 ： 永 远 不 要 分 散 团 队 ， 对 于 开 拓 者 冒 险 是 这 样 吗 ？ 这 不 是 RPG， 所 以 答 案 是 ， “ 看 情 况 而 定 。 ” \n\n有 时 候 ， 在 一 个 地 点 拥 有 多 名 角 色 是 个 好 主 意 ； 其 他 时 候 ， 更 适 合 分 散 队 伍 。 很 多 策 略 取 决 于 你 在 玩 哪 个 角 色 。 如 果 你 正 在 玩 巴 莱 罗 斯 和 莱 姆 ， 那 呆 在 一 起 就 合 理 了 ； 如 果 你 在 玩 哈 斯 克 和 梅 丽 希 尔 ， 最 好 把 他 们 分 开 。 \n\n最 好 的 策 略 还 取 决 于 你 要 去 哪 。 哈 斯 克 可 以 搞 定 奸 诈 洞 穴 ， 但 是 如 果 别 人 遇 到 反 派 ， 伊 泽 瑞 可 能 无 法 关 闭 它 。 有 时 候 你 需 要 做 好 支 援 ； 有 时 候 一 个 地 牢 可 能 会 在 同 一 地 点 困 住 所 有 人 。 注 意 你 所 在 的 位 置 。 如 果 你 知 道 反 派 在 哪 ， 最 好 分 开 行 动 ， 这 样 你 可 以 暂 时 关 闭 开 启 的 地 点 。 每 个 状 况 都 不 同 ， 在 行 动 之 前 好 好 思 考 一 下 。
rules,163,,"In multiplayer games, your friends will ask you for help. They might even stoop to begging. Should you ever tell them no?\n\nProbably not. This is a cooperative game, so sharing information and setting goals as a group is wise. Think about ways you can help each other, such as having Kyra forgo exploration to heal another character. You might spend a blessing to get a boon that you can’t use and give it to someone else who desperately wants it.\n\nBut some players may not want to share as much as others, and there’s a good reason for it. Your character is a living, growing entity. Your choices will determine whether she succeeds at her goals. If you let your friends make decisions for you, you’re not looking out for number one.",在 多 人 游 戏 中 ， 你 的 朋 友 会 向 你 求 助 。 你 要 拒 绝 他 们 吗 ？ \n\n也 许 不 要 。 这 是 个 合 作 游 戏 ， 所 以 分 享 情 报 并 制 定 小 队 目 标 是 明 智 的 。 想 象 一 下 彼 此 帮 助 的 情 景 ， 比 如 让 凯 拉 治 疗 其 他 角 色 。 你 可 能 用 了 祝 福 得 到 奖 励 却 无 法 使 用 ， 那 就 给 别 人 。 \n\n但 一 些 玩 家 也 许 不 想 跟 被 人 分 享 ， 而 且 还 有 很 好 的 理 由 。 你 的 角 色 是 有 生 命 的 。 你 的 选 择 会 决 定 她 成 功 与 否 。 如 果 你 让 你 的 朋 友 帮 你 决 定 ， 你 可 能 会 失 败 。
rules,164,,"The blessings deck is a countdown timer, and it is very unforgiving—more exploration leads to more success. But there are times you just want to cool your jets and hang out for a while.\n\nOne reason might be the state of your character deck. Spending turns in the Apothecary or the Temple and just letting yourself heal can be a smart move if your deck is getting thin.\n\nAnother reason to slow down is to realign your party toward the end of the game. If you just need someone at the Warrens so you can temporarily close it when you find the villain, don’t risk finding a monster and upsetting your whole closing scheme. Take the time to get your strategy set, especially if you have plenty of turns to burn.\n\nOf course, the biggest disasters often occur shortly after someone says, “We’ve got plenty of turns left.”",祝 福 牌 库 拥 有 倒 计 时 ， 而 且 非 常 无 情 — 更 多 探 索 更 容 易 成 功 。 但 有 时 候 你 只 是 想 要 冷 静 一 下 ， 休 息 一 下 。 \n\n一 个 理 由 可 能 就 是 你 牌 库 的 状 态 。 在 药 剂 师 处 或 神 殿 花 费 回 合 并 只 治 疗 自 己 也 许 是 明 智 的 选 择 ， 如 果 你 的 牌 库 剩 余 卡 牌 不 多 。 \n\n另 一 个 慢 下 来 的 理 由 就 是 调 整 你 的 队 伍 。 如 果 你 只 是 需 要 某 人 在 沃 伦 ， 于 是 当 你 找 到 反 派 可 以 暂 时 关 闭 它 ， 不 要 冒 险 去 找 怪 物 毁 了 整 个 计 划 。 慢 慢 指 定 计 划 ， 尤 其 是 如 果 你 剩 下 很 多 回 合 时 。 \n\n当 然 ， 最 大 的 灾 难 经 常 会 在 有 人 说 “ 我 们 还 有 很 多 回 合 。 ” 后 发 生 。
rules,165,,"Playing a character such as Seelah or Merisiel gives you ways to churn through your deck faster, discarding cards quickly to get to the cards you want. While this makes you far more likely to defeat and acquire what you need, it comes with a cost: you might kill yourself.\n\nThis game is all about trade-offs. Should you press your luck or hold off a bit? Not taking risks will make you lose as often as taking too many risks, but at least your character will be alive after you lose.\n\nOne of the toughest choices involves shedding cards as you reset your hand. You’re allowed to discard any number of cards before you draw up, but that means you’re closer to death. There are few things more humiliating than dying because you forgot how many cards you needed to draw at the end of your turn.\n\nWhen you have too many cards in your hand, that’s a different problem. If you can play some cards that can be recharged, even if you might—in the long term—be better off if you saved them, it’s still worth playing them. Discarding cards for no gain is even more painful.",扮 演 席 拉 或 梅 丽 希 尔 时 可 以 更 快 的 翻 阅 牌 库 ， 弃 置 牌 ， 迅 速 找 到 你 要 的 牌 。 这 样 你 更 容 易 击 败 并 获 得 你 想 要 的 ， 不 过 要 付 出 代 价 ： 你 可 能 会 杀 死 自 己 。 \n\n本 游 戏 的 精 髓 就 是 交 换 。 你 是 要 碰 运 气 慢 下 脚 步 ？ 不 敢 冒 险 跟 过 度 冒 险 会 让 你 输 的 忘 了 自 己 的 名 字 ， 但 至 少 输 掉 后 你 的 角 色 不 会 死 。 \n\n最 艰 难 的 选 择 之 一 包 括 当 你 重 置 手 牌 时 弃 置 牌 。 你 在 抽 牌 前 可 以 随 意 弃 置 任 意 数 量 的 牌 ， 但 那 意 味 着 你 离 死 不 远 了 。 比 死 更 丢 脸 的 就 是 你 忘 记 在 回 合 结 束 时 忘 记 抽 几 张 牌 。 \n\n当 你 手 牌 太 多 时 ， 有 个 难 题 。 如 果 你 使 用 一 些 可 以 回 库 的 牌 ， 长 远 看 ， 你 最 好 还 是 用 吧 ， 值 得 一 用 。 弃 置 牌 而 没 有 任 何 收 益 更 痛 苦 。
rules,166,,"Harsk, Seelah, and cards like Augury let you look at cards in location decks before you must encounter them. This can be a tremendous help as you race the ticking clock that is the blessings deck. \n\nFinding the villain early can mean the difference between success and failure. A card like Augury can strand a villain on the bottom of a deck, leaving him waiting for you to return while you loot and lock down other locations.\n\nOf course, all that peeking ahead comes at an opportunity cost: those Spyglasses could instead be cards that help you defeat banes and acquire boons. If you can’t actually beat what you find, there’s no point in finding it.",哈 斯 克 、 席 拉 ， 以 及 预 兆 这 样 的 牌 让 你 查 看 地 点 牌 库 的 牌 ， 而 且 还 能 在 开 战 之 前 。 这 可 是 很 大 的 帮 助 。 \n\n提 前 找 到 反 派 意 味 着 生 死 。 像 预 兆 这 样 的 牌 可 以 找 到 反 派 ， 你 可 以 先 去 别 的 地 方 探 险 ， 最 后 回 来 收 拾 它 。 \n\n当 然 ， 这 种 侦 查 不 是 没 有 代 价 的 ： 那 些 特 务 确 实 能 帮 助 你 提 前 发 现 怪 物 。 但 如 果 你 打 不 过 ， 那 就 算 知 道 又 有 什 么 用 ？
rules,167,,"When you’re adventuring, you can go wherever you want. But not all locations are created equal.\n\nStart by looking at the text on all of the location. A common strategy is to clear out the “positive” locations first. The Academy practically helps you close it, letting you explore again as often as not. But that strategy leaves the “negative” locations for when you’re the most beaten up. You can probably handle the Bandits at the Guard Tower early, but having them around late in the game can be very annoying.\n\nA location’s When Closing requirement can guide your path as well. If you can’t succeed at a Survival check to save your life, stay clear of the Woods, despite its positive effect. If you can’t close the location when the henchman pops up, you’ll have to burn through the whole deck to try again.\n\nSometimes you’ll want to leave a location open until the villain appears and you can temporarily close it. Churning through the Shrine to Lamashtu can hurt, but if you forgo your explorations there and just hang out, you might just close it before a blessing burns your brain.\n\nAll else being equal, more exploration yields more fun.",当 你 冒 险 时 ， 你 可 以 想 去 哪 里 就 去 哪 里 。 但 不 是 所 有 的 地 点 都 是 相 等 的 。 \n\n仔 细 阅 读 地 点 的 说 明 。 常 用 的 策 略 就 是 先 清 空 “ 积 极 ” 的 地 点 。 学 院 能 帮 你 关 闭 它 ， 让 你 再 次 探 索 。 但 这 策 略 会 错 过 “ 负 面 ” 地 点 ， 你 可 能 会 遭 到 重 创 。 你 也 许 能 在 早 期 干 掉 守 卫 塔 里 的 盗 贼 ， 但 拖 得 太 久 不 管 可 能 会 很 麻 烦 。 \n\n一 个 地 点 的 关 闭 条 件 也 能 指 引 你 的 去 路 。 如 果 你 在 生 存 需 求 上 无 法 满 足 来 救 自 己 一 命 ， 那 就 别 进 森 林 ， 尽 管 这 是 积 极 效 果 。 如 果 当 心 腹 出 现 时 你 无 法 关 闭 地 点 ， 你 就 不 得 不 烧 了 整 个 牌 库 再 试 一 次 。 \n\n有 时 候 你 需 要 让 一 个 地 点 保 持 开 启 直 至 反 派 的 出 现 ， 你 就 可 以 暂 时 关 闭 它 。 挤 过 神 坛 去 拉 玛 什 图 很 痛 苦 ， 但 如 果 你 放 弃 探 索 那 里 稍 等 一 下 ， 你 也 许 能 赶 在 祝 福 烧 掉 你 的 大 脑 之 前 关 闭 它 。 \n\n在 其 他 条 件 相 同 的 情 况 下 ， 更 多 探 索 会 有 更 多 乐 趣 。
rules,168,,"The short answer is “absolutely.” At minimum, a boon is something you can give up as damage when that Hill Giant cracks your skull open. But there’s another reason: your fellow adventurer might want you to give it to him.\n\nThis is sometimes trickier than it looks. To give a card to someone, you must start your turn at that character’s location. So that character might have to come to you to get it, assuming you even still have it in your hand when he does. Coordinating a timely rendezvous often spells a villain’s end.\n\nIt’s a lot easier, of course, if a character good at acquiring a type of boon gets it herself. If you’re able to look ahead in the location deck or evade encounters, you can tell another player, “I just found something in this deck that you probably want.” Then she can spend her turns trying to get it, and you can get on with your own goals.\n",简 短 的 回 答 就 是 “ 绝 对 的 。 ” 至 少 ， 当 山 丘 巨 人 砸 开 你 的 脑 壳 时 你 可 以 作 为 伤 害 放 弃 奖 励 。 但 还 有 另 一 个 原 因 ： 你 的 冒 险 伙 伴 也 许 只 想 让 你 把 它 给 他 。 \n\n有 时 这 个 比 看 起 来 更 奇 妙 。 要 给 别 人 一 张 牌 ， 你 必 须 在 那 个 角 色 的 地 方 开 始 你 的 回 合 。 于 是 那 个 角 色 就 能 过 来 取 。 这 种 准 时 的 会 合 通 常 是 反 派 的 末 日 。 \n\n当 然 了 ， 如 果 角 色 擅 长 获 得 某 种 奖 励 并 自 己 取 得 更 简 单 些 。 如 果 你 可 以 提 前 查 看 地 点 牌 库 或 躲 避 遭 遇 ， 你 可 以 告 诉 另 一 名 玩 家 ， “ 我 在 这 牌 库 中 好 像 找 到 你 想 要 的 东 西 了 。 ” 接 着 她 可 以 使 用 她 的 回 合 获 得 ， 你 就 可 以 去 做 自 己 的 事 了 。
rules,169,,"Read any card as it is encountered or played, and do whatever it says as soon as it makes sense to do so. Let the card tell you what to do, and don’t impose limitations that aren’t there. You can play an armor card even if there isn’t one in your deck list. You can play a Cure spell even if it’s not your turn. You can play a blessing on a check even if someone else has played one. Cards say everything they need to say.",仔 细 阅 读 遭 遇 或 使 用 的 卡 牌 ， 按 照 上 面 写 的 去 做 。 让 卡 牌 告 诉 你 该 怎 么 做 ， 不 要 自 己 想 之 所 以 然 。 就 算 牌 库 中 没 有 护 甲 卡 你 还 是 可 以 使 用 。 你 可 以 使 用 一 个 治 疗 法 术 就 算 不 是 你 的 回 合 。 就 算 别 人 用 了 祝 福 卡 你 还 是 能 使 用 的 。 卡 牌 的 说 明 很 详 尽 。
rules,170,,"Each card’s powers reference specific situations, and if you’re not in those situations, you can’t play it. If a card says it works on “a check,” you can play it on anyone’s check, but if a card says “your check,” it only works on yours. You can’t play a Cure spell to reduce the amount of damage you’re taking, because Cure isn’t about reducing damage. You can’t examine a location deck that has no cards. Your weapon doesn’t help you acquire new weapons. Each card tells you what it’s for, and you can use it only for that.",每 张 卡 牌 的 能 力 对 应 特 定 的 情 况 ， 如 果 你 没 有 面 对 那 些 情 况 ， 你 就 不 能 使 用 。 如 果 卡 牌 说 它 能 用 于 “ 检 定 ， ” 你 可 以 用 它 满 足 任 何 人 的 检 定 ， 但 如 果 卡 牌 说 “ 你 的 检 定 ” ， 那 就 只 能 你 自 己 用 。 你 不 能 使 用 治 疗 法 术 降 低 对 你 的 伤 害 ， 因 为 治 疗 法 术 不 会 抵 消 伤 害 。 你 不 能 查 看 没 有 卡 牌 的 地 点 牌 库 。 你 的 武 器 不 会 帮 你 获 得 新 武 器 。 每 张 卡 牌 告 诉 你 它 的 作 用 是 什 么 ， 以 及 如 何 使 用 。
rules,171,,"Whenever you encounter a card or make a check, you—and only you—must resolve it. No other character can evade it, defeat it, acquire it, close it, decide what to do with it, or fail at doing any of those things. If Sajan encounters a monster, Merisiel can’t evade it for him. If Kyra encounters a Ghoul, Seoni can’t attempt the check to defeat it. If Amiri encounters a Battered Chest, Lini cannot use Thieves’ Tools against it. If Valeros encounters a Spyglass, Harsk can’t attempt the check to acquire it. If Ezren defeats a henchman at the Sandpoint Cathedral, Seelah can’t discard a blessing to close the location. If the game tells you to do something, you have to do it.",无 论 何 时 你 遇 到 一 张 牌 或 进 行 检 定 ， 你 必 须 解 决 它 。 没 有 其 他 角 色 可 以 躲 避 它 ， 击 败 它 ， 获 得 它 ， 关 闭 它 ， 决 定 如 何 使 用 它 或 失 败 。 如 果 Sajan遇 到 一 个 怪 物 ， 梅 丽 希 尔 不 能 帮 助 他 躲 避 怪 物 ， 如 果 凯 拉 遇 到 了 一 只 食 尸 鬼 ， Seoni无 法 尝 试 击 败 它 。 以 此 类 推 。
rules,172,,"Cards forget they’ve been played after they’ve done whatever they do. So if you reveal an item to reduce damage dealt before an encounter, you can reveal that item again during the encounter. A monster isn’t affected by anything you did in a previous encounter with it. Even though you’ve played a card to explore again, after that exploration you can play another. Don’t ask your cards to remember what happened, because they’re just cards.",卡 牌 被 使 用 后 会 忘 记 它 们 已 经 被 用 过 了 。 所 以 如 果 你 在 遇 敌 前 亮 出 一 个 降 低 伤 害 的 物 品 ， 你 可 以 在 战 斗 中 再 次 查 看 卡 牌 信 息 。 之 前 用 它 做 过 的 事 情 现 在 的 怪 物 不 会 受 到 影 响 。 就 算 你 使 用 卡 牌 再 次 探 索 ， 在 探 索 后 你 还 能 再 用 另 一 个 。 不 要 问 你 的 卡 牌 发 生 了 什 么 ， 因 为 它 们 只 是 卡 牌 。
rules,173,,"You do many things in a specific order, and you need to finish doing each thing before you do the next thing. You move before you explore, not after. If a spell used in a check can be recharged, finish the first check before you begin your check to recharge it. If a villain requires two sequential combat checks, finish the first before starting the second. Don’t start a new process until you’ve finished the last one. (That said, if the game doesn’t specify an order for things, you decide the order.)",你 需 要 按 照 指 定 的 顺 序 去 做 事 ， 你 需 要 完 成 一 件 事 情 才 能 开 始 另 一 件 。 在 探 索 前 你 需 要 移 动 ， 而 不 是 探 索 后 去 做 。 如 果 一 个 可 回 库 的 法 术 用 在 检 定 上 ， 完 成 第 一 次 检 定 才 能 开 始 回 库 。 如 果 一 个 反 派 需 要 满 足 两 项 战 斗 检 定 ， 完 成 第 一 个 才 能 去 做 第 二 个 。 在 完 成 任 务 前 不 要 开 始 下 一 个 任 务 。
rules,174,,"Every term described in the rules and on cards has a specific definition. The Goblin Warchanter has the Goblin trait, but the Goblin Dog doesn’t, even though it has Goblin in its name. A Potion of Healing may sound like its magical, but it doesn’t have the Magic trait. A Ghost deals Combat damage when it damages you, even if you failed a Divine check to defeat it. Detect Magic doesn’t use the word “explore,” so you can play it at times when you can’t explore. Don’t make assumptions—just read the card.",规 则 和 卡 牌 上 的 描 述 有 特 别 的 意 义 。 地 精 Warchanter拥 有 地 精 特 性 ， 但 是 地 精 的 狗 没 有 ， 就 算 名 字 中 有 地 精 。 治 疗 药 水 听 起 来 很 魔 幻 ， 但 却 没 有 魔 法 特 性 。 幽 灵 会 对 你 造 成 战 斗 伤 害 ， 就 算 你 没 能 使 用 神 圣 检 定 来 干 掉 他 。 侦 测 魔 法 不 使 用 “ 探 索 ” 这 个 词 ， 所 以 你 可 以 在 不 能 探 索 的 时 候 使 用 。 没 事 儿 不 要 自 己 胡 乱 假 设 - 仔 细 读 卡 牌 。
rules,175,,"If a card adds another die, that’s all it gives you: a die. It doesn’t give you your modifier bonuses again. It doesn’t give you the skill associated with that die. It doesn’t give you the ability to recharge an Arcane spell if you don’t have the Arcane skill. When you play a Longbow to add your Strength die to a Combat check, you don’t get to play a Blessing of Gorum to add 2 dice, because you’re not attempting a Strength check. You just get a die.",如 果 一 张 牌 添 加 额 外 的 骰 子 ， 它 也 只 能 给 你 一 个 骰 子 。 不 会 再 次 给 你 调 整 值 加 值 ， 也 不 会 给 你 与 骰 子 关 联 的 技 能 ， 如 果 你 没 有 奥 术 技 能 ， 它 也 不 会 给 你 回 充 奥 术 法 术 的 能 力 。 当 你 使 用 长 弓 将 力 量 骰 加 入 战 斗 检 定 时 ， 你 不 能 使 用 Gorum的 祝 福 来 添 加 2个 骰 子 ， 因 为 你 并 没 有 尝 试 力 量 检 定 。 你 只 获 得 了 一 个 骰 子 。
rules,176,,"Sometimes the story you imagine can get in the way of playing the game. Despite their aquatic nature, Bunyips can be encountered in the General Store. Caltrops work against Ancient Skeletons, even if they don’t have flesh on their feet. Harsk can fire a Heavy Crossbow from the Mountain Peak into the Deeper Dungeons. Don’t force the cards to fit your story; let the cards tell you their stories.",有 时 候 你 自 己 瞎 想 的 故 事 会 影 响 游 戏 。 奔 异 兽 s可 以 在 百 货 商 店 遇 到 。 蒺 藜 可 以 对 抗 古 代 的 骷 髅 ， 就 算 他 们 身 上 没 有 血 肉 。 哈 斯 克 可 以 在 山 顶 发 射 弩 箭 攻 击 深 深 的 地 下 城 。 不 要 逼 着 卡 牌 顺 从 你 的 故 事 ， 让 卡 牌 告 诉 你 它 们 的 故 事 。 
rules,177,,"Your choices have consequences. Once you choose cards for your character, you can’t trade them for other cards whenever you like. If a location makes you choose between attempting a check or banishing a card before closing it, you can’t attempt the check and then banish the card if you fail. If you roll too low on a Combat check, it’s too late to play a Strength spell to improve your result. Once you choose a side of a role card, you can’t switch to the other side. If something kills your character, your character dies. Every choice matters—take your choices seriously.",你 的 选 择 有 对 应 的 后 果 。 一 旦 你 选 择 了 角 色 的 卡 牌 ， 你 不 能 随 时 随 地 的 更 换 。 如 果 一 个 地 点 让 你 选 择 在 关 闭 它 之 前 尝 试 检 定 或 放 逐 一 张 卡 ， 那 么 如 果 失 败 你 就 两 样 都 做 不 到 。 如 果 你 战 斗 检 定 点 数 太 低 ， 那 么 也 来 不 及 用 其 他 法 术 来 更 改 结 果 了 。 每 个 选 择 都 很 重 要 - 认 真 选 择 。
rules,178,,"&lt;b&gt;2. Apply Any Evasion Effects.&lt;/b&gt;\nYou may use a power or card that lets you evade the card you’re encountering. If any powers on the card you’re encountering relate to evading the card, they take effect at this time. If you evade the card, no other powers on it are activated. It is shuffled back into the deck; it is neither defeated nor undefeated, and the encounter is over.\n\n&lt;b&gt;3. Apply Any Effects That Happen Before You Act.&lt;/b&gt;\nIf any powers on the card you’re encountering happen before you act, they take effect at this time. You may also use powers or cards that state they can be used before you act. \n\n&lt;b&gt;4. Attempt the Check.&lt;/b&gt;\nIf the card is a boon, you may try to acquire it for your deck; if it’s a bane, you must try to defeat it (see Attempting a Check, below). If you choose not to acquire a boon, it counts as failing to acquire it. If a card’s check section says “None” or “See Below,” look at the card’s powers and immediately do whatever it says there.\n\nIf a power allows you to automatically defeat or acquire a card, you may use it instead of attempting the check. Using such a power counts as succeeding at all checks required to defeat or acquire the card. You may not use such a power on any card that does not have a check to acquire or defeat, or on any card that has a check you’re not allowed to succeed at.\n\nAfter you attempt the check, you will deal with any effects that were triggered by the check. If any cards played while attempting a check include their own checks, the current check is resolved in this step and the new checks in subsequent steps. \n\n&lt;b&gt;5. Attempt the Next Check, If Needed.&lt;/b&gt;\nIf another check is required, it is resolved now. For example, some boons allow you to attempt a check to recharge them, and some banes require a second check to defeat. This step is repeated until you resolve all such checks.\n\ncontinued...",&lt;b&gt;2.  应 用 任 何 躲 避 效 果 。 &lt;/b&gt;\n你 可 以 使 用 能 力 或 者 卡 牌 避 开 你 遇 到 的 卡 牌 。 如 果 卡 牌 上 有 任 何 与 躲 避 相 关 的 属 性 ， 这 次 就 会 生 效 。 如 果 你 避 开 了 卡 牌 ， 没 有 其 他 的 能 力 启 动 。 它 就 会 从 新 回 到 牌 库 中 ； 不 会 显 示 击 败 或 未 击 败 ， 遭 遇 战 也 会 结 束 。 \n\n&lt;b&gt;3.  应 用 任 何 在 你 行 动 前 就 会 发 生 的 效 果 。 &lt;/b&gt;\n如 果 你 行 动 前 遇 到 的 卡 牌 上 能 力 激 活 ， 它 们 会 在 你 有 机 会 逃 避 后 生 效 。 你 还 可 以 使 用 能 力 或 者 卡 牌 来 辅 助 。 \n\n&lt;b&gt;4. 尝 试 检 定 &lt;/b&gt;\n如 果 卡 牌 是 恩 赐 ， 你 可 以 尝 试 为 牌 库 获 得 它 ； 如 果 它 是 个 祸 害 ， 你 必 须 尝 试 击 败 它 。 如 果 你 选 择 不 要 恩 赐 ， 就 算 作 没 能 成 功 获 取 。 如 果 一 张 卡 牌 上 写 着 “ 无 ” 或 者 “ 查 看 下 方 ” ， 那 就 立 即 看 看 上 面 说 些 什 么 。 \n\n如 果 一 个 能 力 允 许 你 自 动 击 败 或 获 得 卡 牌 ， 你 可 以 直 接 使 用 。 使 用 这 种 能 力 算 作 成 功 通 过 击 败 或 获 得 卡 牌 所 需 的 所 有 检 定 。 你 无 法 将 此 能 力 应 用 于 没 有 获 取 或 击 败 检 定 的 卡 牌 ， 或 者 不 允 许 成 功 的 检 定 的 卡 牌 。 \n\n在 你 尝 试 检 定 后 ， 你 需 要 处 理 这 次 检 定 引 起 的 各 种 效 果 。 当 尝 试 检 定 时 使 用 的 卡 牌 包 含 自 身 的 检 定 ， 当 前 检 定 在 此 步 骤 解 决 ， 新 的 检 定 在 后 续 步 骤 中 。 \n\n&lt;b&gt;5.  如 果 需 要 ， 尝 试 下 一 次 检 定 。 &lt;/b&gt;\n如 果 需 要 另 外 的 检 定 ， 现 在 解 决 它 。 例 如 ， 一 些 恩 赐 允 许 你 尝 试 检 定 来 回 库 ， 一 些 祸 害 需 要 第 二 次 检 定 来 击 败 。 此 步 骤 重 复 直 至 你 解 决 所 有 此 类 检 定 。 \n\n未 完 待 续 … …
rules,179,,"Only the character who encounters the card may attempt the check, save for one exception: if a card requires sequential checks, the character who encountered the card must attempt at least one of the checks, but any other checks may each be attempted by any character at the encountering character’s location. While you are attempting a check against such a card that you did not encounter, powers that would apply to the character who encountered it apply to you instead. \n\nMany cards also require checks to use powers or to recharge the cards after playing them. \n\nAttempting a check requires several actions that are explained below. Remember that each player may not play more than 1 card of each type or use any 1 power more than once during each check, other than powers that can be used each time something particular happens.",只 有 遇 敌 的 角 色 才 能 尝 试 检 定 ， 除 了 一 种 情 况 ： 如 果 一 张 卡 牌 需 要 连 续 检 定 ， 遇 到 它 的 角 色 必 须 至 少 尝 试 一 次 ， 但 是 任 何 其 他 检 定 可 以 由 相 同 地 点 其 他 角 色 完 成 。 当 你 尝 试 对 没 遇 到 的 敌 人 检 定 时 ， 对 遇 敌 角 色 应 用 的 能 力 会 应 用 在 你 身 上 。 \n\n很 多 卡 牌 要 满 足 检 定 才 能 使 用 能 力 或 是 回 库 。 \n\n尝 试 检 定 需 要 几 个 行 动 ， 以 下 会 做 出 说 明 。 记 住 每 个 玩 家 使 用 的 每 类 型 卡 牌 不 能 超 过 1个 ， 或 在 每 次 检 定 中 不 能 使 用 同 一 个 能 力 超 过 1次 ， 除 非 该 能 力 可 以 在 特 定 事 件 发 生 时 每 次 使 用 。
rules,182,,"Each adventure deck provides the cards needed to tell each chapter of the Rise of the Runelords story. Other adventure decks, available separately, continue the adventure by adding new scenarios to play, new locations to explore, new villains to fight, new loot to acquire, and much more.\n\nEach adventure deck is associated with a set indicator (with the beginning deck being deck B).",每 个 冒 险 牌 库 提 供 讲 述 符 文 领 主 崛 起 每 个 章 节 的 故 事 。 其 他 冒 险 牌 库 继 续 添 加 新 的 场 景 ， 新 的 探 索 地 点 ， 新 的 反 派 ， 新 的 战 利 品 。 \n\n每 个 冒 险 牌 库 都 拥 有 一 系 列 的 标 记 （ 以 B牌 库 开 始 ） 。
